date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:59:31	504499/504499	---MCZ	200	added ('OK')	text/html	etag:W/%22a9d63a63d8684144bf163b9b1238f6c8%22	https://onthecard.vn/products/popon-white-marble	G:/backup/onthecard_v2/onthecard.vn/products/popon-white-marble.html	(from https://onthecard.vn/)
15:59:34	95133/95133	---M--	200	added ('OK')	image/png	etag:%22a8a1ecb6ece0c343d9a72b6e13399186%22	http://product.hstatic.net/200000281647/product/black_marble2_a9e829e33817427bb845c4027cf8fe13_grande.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/black_marble2_a9e829e33817427bb845c4027cf8fe13_grande.png	(from https://onthecard.vn/)
15:59:37	14873/14873	---M--	200	added ('OK')	image/png	etag:%227018a9da908cac29c3983be50cf9c0cb%22	http://product.hstatic.net/200000281647/product/white_marble2_613d92e44e694980b5ed142ed62bdd21_medium.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/white_marble2_613d92e44e694980b5ed142ed62bdd21_medium.png	(from https://onthecard.vn/)
15:59:42	70099/70099	---M--	200	added ('OK')	image/png	etag:%2243cad49b52b9b0465878a2da31d34f0f%22	http://product.hstatic.net/200000281647/product/white_marble_1fc32c950826487694bf5728b96b1a9f_large.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/white_marble_1fc32c950826487694bf5728b96b1a9f_large.png	(from https://onthecard.vn/)
15:59:47	58266/58266	---M--	200	added ('OK')	image/png	etag:%22aa0d54b31ede00cdf3fe98f67f789686%22	http://product.hstatic.net/200000281647/product/white_marble2_613d92e44e694980b5ed142ed62bdd21_large.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/white_marble2_613d92e44e694980b5ed142ed62bdd21_large.png	(from https://onthecard.vn/)
15:59:47	102987/102987	---M--	200	added ('OK')	image/png	etag:%221b5555766c2b1c31f3507e216e7e6c76%22	http://product.hstatic.net/200000281647/product/white_marble_1fc32c950826487694bf5728b96b1a9f_grande.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/white_marble_1fc32c950826487694bf5728b96b1a9f_grande.png	(from https://onthecard.vn/)
15:59:52	16211/16211	---M--	200	added ('OK')	image/png	etag:%229b76ab9856bb2c2ed1ed05afeeddcae6%22	http://product.hstatic.net/200000281647/product/po_blossom_ff4fe5b1e9b34dbcb5008c1772d8a443_medium.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/po_blossom_ff4fe5b1e9b34dbcb5008c1772d8a443_medium.png	(from https://onthecard.vn/)
15:59:54	504477/504477	---MCZ	200	added ('OK')	text/html	etag:W/%221eb3b642ddc24adc86d758a2017bb7ae%22	https://onthecard.vn/products/popon-blossom	G:/backup/onthecard_v2/onthecard.vn/products/popon-blossom.html	(from https://onthecard.vn/)
16:00:00	93317/93317	---M--	200	added ('OK')	image/png	etag:%22c06dae2247336280118c6ba60d39553a%22	http://product.hstatic.net/200000281647/product/white_marble2_613d92e44e694980b5ed142ed62bdd21_grande.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/white_marble2_613d92e44e694980b5ed142ed62bdd21_grande.png	(from https://onthecard.vn/)
16:00:01	50917/50917	---M--	200	added ('OK')	image/png	etag:%22945f1b502beeaed2ab9819c43929c7c5%22	http://product.hstatic.net/200000281647/product/po_blossom_ff4fe5b1e9b34dbcb5008c1772d8a443_large.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/po_blossom_ff4fe5b1e9b34dbcb5008c1772d8a443_large.png	(from https://onthecard.vn/)
16:00:04	21665/21665	---M--	200	added ('OK')	image/png	etag:%22e8ae9d4e46316b9a6f2f3ed435de2eb4%22	http://product.hstatic.net/200000281647/product/popon_blossom_7b4a730a3ce0435e840400e9fa842ec6_medium.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/popon_blossom_7b4a730a3ce0435e840400e9fa842ec6_medium.png	(from https://onthecard.vn/)
16:00:06	73511/73511	---M--	200	added ('OK')	image/png	etag:%2240a673bd350c42978a53ebb29d0f317c%22	http://product.hstatic.net/200000281647/product/po_blossom_ff4fe5b1e9b34dbcb5008c1772d8a443_grande.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/po_blossom_ff4fe5b1e9b34dbcb5008c1772d8a443_grande.png	(from https://onthecard.vn/)
16:00:14	68314/68314	---M--	200	added ('OK')	image/png	etag:%22c126caeb7a40afaa7038b975714e8770%22	http://product.hstatic.net/200000281647/product/popon_blossom_7b4a730a3ce0435e840400e9fa842ec6_large.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/popon_blossom_7b4a730a3ce0435e840400e9fa842ec6_large.png	(from https://onthecard.vn/)
16:00:15	503812/503812	---MCZ	200	added ('OK')	text/html	etag:W/%22c067766625fc4797a6db1a67fc1d1a45%22	https://onthecard.vn/products/popon-pink	G:/backup/onthecard_v2/onthecard.vn/products/popon-pink.html	(from https://onthecard.vn/)
16:00:16	10999/10999	---M--	200	added ('OK')	image/png	etag:%227edc01179d4174a8036d96b5839f4bdc%22	http://product.hstatic.net/200000281647/product/po_pink_4015f36af8a546a0b05b7c041dfc84b3_medium.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/po_pink_4015f36af8a546a0b05b7c041dfc84b3_medium.png	(from https://onthecard.vn/)
16:00:20	31401/31401	---M--	200	added ('OK')	image/png	etag:%2244eb7f498d4c957ee381cef0f33fad37%22	http://product.hstatic.net/200000281647/product/po_pink_4015f36af8a546a0b05b7c041dfc84b3_large.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/po_pink_4015f36af8a546a0b05b7c041dfc84b3_large.png	(from https://onthecard.vn/)
16:00:22	100551/100551	---M--	200	added ('OK')	image/png	etag:%2215c167145d796828956eab9737fc0b22%22	http://product.hstatic.net/200000281647/product/popon_blossom_7b4a730a3ce0435e840400e9fa842ec6_grande.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/popon_blossom_7b4a730a3ce0435e840400e9fa842ec6_grande.png	(from https://onthecard.vn/)
16:00:24	43846/43846	---M--	200	added ('OK')	image/png	etag:%224aae062bf5be6e782d8e5ab1d7a3c7e7%22	http://product.hstatic.net/200000281647/product/po_pink_4015f36af8a546a0b05b7c041dfc84b3_grande.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/po_pink_4015f36af8a546a0b05b7c041dfc84b3_grande.png	(from https://onthecard.vn/)
16:00:24	20542/20542	---M--	200	added ('OK')	image/png	etag:%229d33ca3cd383db9c9eee095e08b77a43%22	http://product.hstatic.net/200000281647/product/popon_pink_f2698a3e002d4b83bc0d7086f8ea9189_medium.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/popon_pink_f2698a3e002d4b83bc0d7086f8ea9189_medium.png	(from https://onthecard.vn/)
16:00:32	62945/62945	---M--	200	added ('OK')	image/png	etag:%2270fcfa01d08a8d4141f6850462c3410d%22	http://product.hstatic.net/200000281647/product/popon_pink_f2698a3e002d4b83bc0d7086f8ea9189_large.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/popon_pink_f2698a3e002d4b83bc0d7086f8ea9189_large.png	(from https://onthecard.vn/)
16:00:33	9286/9286	---M-Z	200	added ('OK')	application/javascript	etag:%22da9c5b12626eee21c391c25fbf2e6549%22	https://embedsocial.com/embedscript/stg.js	G:/backup/onthecard_v2/embedsocial.com/embedscript/stg.js	(from https://onthecard.vn/)
16:00:38	91666/91666	---M--	200	added ('OK')	image/png	etag:%2223a78a7b53c06175060ac6005037742b%22	http://product.hstatic.net/200000281647/product/popon_pink_f2698a3e002d4b83bc0d7086f8ea9189_grande.png	G:/backup/onthecard_v2/product.hstatic.net/200000281647/product/popon_pink_f2698a3e002d4b83bc0d7086f8ea9189_grande.png	(from https://onthecard.vn/)
16:00:55	190401/190401	---M--	200	added ('OK')	image/png	etag:%2246e1fe57de21628b78e274eaf8766cf8%22	http://theme.hstatic.net/200000281647/1000748372/14/f_five_use_href_right.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/f_five_use_href_right43da.png	(from https://onthecard.vn/)
16:00:56	138709/138709	---M--	200	added ('OK')	image/png	etag:%2223909d9b547aa183a716450a82e0639d%22	http://theme.hstatic.net/200000281647/1000748372/14/img_use_night_1.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/img_use_night_143da.png	(from https://onthecard.vn/)
16:01:13	211342/211342	---M--	200	added ('OK')	image/png	etag:%2252f79f466e5be8dbaecf01eb4d3ee139%22	http://theme.hstatic.net/200000281647/1000748372/14/img_use_night_2.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/img_use_night_243da.png	(from https://onthecard.vn/)
16:01:14	4658/4658	---M--	200	added ('OK')	image/png	etag:%2215e69db5fbf7feb4cb3d8e5d62423c25%22	http://theme.hstatic.net/200000281647/1000748372/14/f_eleven_use_img_1.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/f_eleven_use_img_143da.png	(from https://onthecard.vn/)
16:01:17	123409/123409	---M--	200	added ('OK')	image/png	etag:%2284ea9f214165acf16b9b5c949eaa9929%22	http://theme.hstatic.net/200000281647/1000748372/14/img_use_night_4.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/img_use_night_443da.png	(from https://onthecard.vn/)
16:01:20	9606/9606	---M--	200	added ('OK')	image/png	etag:%225b16045211cca8d7526f1dda891c49df%22	http://theme.hstatic.net/200000281647/1000748372/14/f_eleven_use_img_2.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/f_eleven_use_img_243da.png	(from https://onthecard.vn/)
16:01:20	476552/476552	---MCZ	200	added ('OK')	text/html	etag:W/%22f998fd62453e4e44a0bfe0403697bd13%22	https://onthecard.vn/pages/chinh-sach-bao-hanh	G:/backup/onthecard_v2/onthecard.vn/pages/chinh-sach-bao-hanh.html	(from https://onthecard.vn/)
16:01:22	12646/12646	---M--	200	added ('OK')	image/png	etag:%225e6251df2b48e695cab833c79791793a%22	http://theme.hstatic.net/200000281647/1000748372/14/f_eleven_use_img_3.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/f_eleven_use_img_343da.png	(from https://onthecard.vn/)
16:01:24	165142/165142	---M--	200	added ('OK')	image/png	etag:%22a854136a33fa61f1e5aebb099a4ad307%22	http://theme.hstatic.net/200000281647/1000748372/14/img_use_night_3.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/img_use_night_343da.png	(from https://onthecard.vn/)
16:02:37	451231/451231	---M--	200	added ('OK')	image/png	etag:%225ee833eea86332c8f1ab474927e8aba6%22	http://theme.hstatic.net/200000281647/1000748372/14/img_poster_slider_3x.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/img_poster_slider_3x43da.png	(from https://onthecard.vn/)
16:02:38	511/511	---M--	200	added ('OK')	image/png	etag:%228a685825fe07945535d24202f9c1dffd%22	http://theme.hstatic.net/200000281647/1000748372/14/logo-footer-ladi.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/logo-footer-ladi43da.png	(from https://onthecard.vn/)
16:02:38	432/432	---M--	200	added ('OK')	image/png	etag:%224643f44ca337b3143a4cbdacb2192b59%22	http://theme.hstatic.net/200000281647/1000748372/14/facebook-ladi.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/facebook-ladi43da.png	(from https://onthecard.vn/)
16:02:38	569/569	---M--	200	added ('OK')	image/png	etag:%22d4599ee15837ae121475212c64963f61%22	http://theme.hstatic.net/200000281647/1000748372/14/instagram-ladi.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/instagram-ladi43da.png	(from https://onthecard.vn/)
16:02:49	135/135	---M--	200	added ('OK')	image/png	etag:%228fb8410a146f275bfcefe7aa3633ddaf%22	https://file.hstatic.net/200000281647/file/youtube_02fb9c47e1bc49d990e71f35e20c4d46.png	G:/backup/onthecard_v2/file.hstatic.net/200000281647/file/youtube_02fb9c47e1bc49d990e71f35e20c4d46.png	(from https://onthecard.vn/)
16:02:53	588805/588805	---M--	200	added ('OK')	image/png	etag:%227ad02acd46a585567c71920ae274daa2%22	http://theme.hstatic.net/200000281647/1000748372/14/img_poster_slider_2x.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/img_poster_slider_2x43da.png	(from https://onthecard.vn/)
16:02:55	2604747/2604747	---M--	200	added ('OK')	image/gif	etag:%2295b52f9c646e14328842b1488dfdbab1%22	http://theme.hstatic.net/200000281647/1000748372/14/eight_img_banner.gif?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/eight_img_banner43da.gif	(from https://onthecard.vn/)
16:03:00	278/278	---M--	200	added ('OK')	image/png	etag:%22d8bc4ebb3668a847ce2e5a2fbdf24704%22	https://file.hstatic.net/200000281647/file/tik-tok_1_c532052889bf490b964e19ebd5a11b2e.png	G:/backup/onthecard_v2/file.hstatic.net/200000281647/file/tik-tok_1_c532052889bf490b964e19ebd5a11b2e.png	(from https://onthecard.vn/)
16:03:00	333/333	---M--	200	added ('OK')	image/png	etag:%228aa52d31fa6eca1de8520d0747d1468f%22	http://theme.hstatic.net/200000281647/1000748372/14/location.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/location43da.png	(from https://onthecard.vn/)
16:03:00	600/600	---M--	200	added ('OK')	image/png	etag:%22adcae2c7effe2a0b367b88e2ca83dadb%22	http://theme.hstatic.net/200000281647/1000748372/14/masothue.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/masothue43da.png	(from https://onthecard.vn/)
16:03:00	272/272	---M--	200	added ('OK')	image/png	etag:%22cb474b50ff6255c3d6651afe8c6d31e2%22	http://theme.hstatic.net/200000281647/1000748372/14/phone.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/phone43da.png	(from https://onthecard.vn/)
16:03:01	273/273	---M--	200	added ('OK')	image/png	etag:%2262122a0958ad224e3e9e31a4bf9c930d%22	http://theme.hstatic.net/200000281647/1000748372/14/email.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/email43da.png	(from https://onthecard.vn/)
16:03:11	467080/467080	---MCZ	200	added ('OK')	text/html	etag:W/%221cee454d5dda435d95c6f2c74f7ee530%22	https://onthecard.vn/pages/chinh-sach-bao-mat	G:/backup/onthecard_v2/onthecard.vn/pages/chinh-sach-bao-mat.html	(from https://onthecard.vn/)
16:03:11	455310/455310	---MCZ	200	added ('OK')	text/html	etag:W/%22a9a771345a864537b6a129aa605a0767%22	https://onthecard.vn/pages/chinh-sach-giao-hang	G:/backup/onthecard_v2/onthecard.vn/pages/chinh-sach-giao-hang.html	(from https://onthecard.vn/)
16:03:12	13041/13041	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d16a832add6c22628b6d020849c2caae%22	http://hstatic.net/0/0/global/api.jquery.js	G:/backup/onthecard_v2/hstatic.net/0/0/global/api.jquery.js	(from https://onthecard.vn/)
16:03:12	19839/19839	---MCZ	200	added ('OK')	application/javascript	etag:W/%22928f4be5749e6091bdd50b24c97f2280%22	http://hstatic.net/0/0/global/option_selection.js	G:/backup/onthecard_v2/hstatic.net/0/0/global/option_selection.js	(from https://onthecard.vn/)
16:03:12	49324/49324	---M--	200	added ('OK')	image/png	etag:%22f56c942cb28ab5751a44b2a236282ac4%22	https://file.hstatic.net/200000281647/file/dathongbao_7ecd2eecc7cc4ca2925046c7eb67a6c9.png	G:/backup/onthecard_v2/file.hstatic.net/200000281647/file/dathongbao_7ecd2eecc7cc4ca2925046c7eb67a6c9.png	(from https://onthecard.vn/)
16:03:13	26053/26053	---MCZ	200	added ('OK')	text/css	etag:%2265c5-BVfTdFS2f0LyyxAeV+UHD7EZNXA%22	https://unpkg.com/aos@2.3.1/dist/aos.css	G:/backup/onthecard_v2/unpkg.com/aos@2.3.1/dist/aos.css	(from https://onthecard.vn/)
16:03:14	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	G:/backup/onthecard_v2/unpkg.com/aos@2.3.1/dist/aos.js	(from https://onthecard.vn/)
16:03:15	24926/24926	---MCZ	200	added ('OK')	application/javascript	etag:W/%2251ff7d90d1c5b69b2fcd0fa43c7c9dce%22	http://theme.hstatic.net/200000281647/1000748372/14/scripts.js?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/scripts43da.js	(from https://onthecard.vn/)
16:03:15	4933/4933	---MCZ	200	added ('OK')	application/javascript	etag:W/%2235843cf4a367bb9def8ce3439ed4c96d%22	http://theme.hstatic.net/200000281647/1000748372/14/script-lading.js?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/script-lading43da.js	(from https://onthecard.vn/)
16:03:16	37828/37828	---MCZ	200	added ('OK')	text/css	etag:W/%222eca5eec33ef4f254edf9d8978bdb5a6%22	http://theme.hstatic.net/200000281647/1000748372/14/plyr.css?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/plyr43da.css	(from https://onthecard.vn/)
16:03:19	18112/18112	---M--	200	added ('OK')	application/font-woff2	etag:%22afad155657a2024966b54aa23dd3a157%22	http://theme.hstatic.net/200000281647/1000748372/14/futura.woff2	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/futura.woff2	(from http://theme.hstatic.net/200000281647/1000748372/14/styles.css?v=242)
16:03:21	119514/119514	---MCZ	200	added ('OK')	application/javascript	etag:W/%2230f3f1d850373527a7ccc90b5af1280e%22	http://theme.hstatic.net/200000281647/1000748372/14/plyr.min.js?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/plyr.min43da.js	(from https://onthecard.vn/)
16:03:26	345008/345008	---MCZ	200	added ('OK')	application/javascript	etag:W/%220cb92895b3d47fc4035211a82df644c5%22	http://theme.hstatic.net/200000281647/1000748372/14/plugins.js?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/plugins43da.js	(from https://onthecard.vn/)
16:03:27	964295/964295	---M--	200	added ('OK')	image/png	etag:%2264534c52be57bac7c122c6a8a0383806%22	http://theme.hstatic.net/200000281647/1000748372/14/img_poster_slider_1.png?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/img_poster_slider_143da.png	(from https://onthecard.vn/)
16:03:28	0/0	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2009:03:27%20GMT	http://theme.hstatic.net/200000281647/1000748372/14/fontawesome.ttf?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/fontawesome43da.ttf	(from http://theme.hstatic.net/200000281647/1000748372/14/styles.css?v=242)
16:03:33	424964/424964	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221b6f5c831da14f51a9f7a5aa1e9323bd%22	http://theme.hstatic.net/200000281647/1000748372/14/fontawesome.svg?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/fontawesome43da.svg	(from http://theme.hstatic.net/200000281647/1000748372/14/styles.css?v=242)
16:03:36	448026/448026	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2009:03:28%20GMT	https://onthecard.vn/c	G:/backup/onthecard_v2/onthecard.vn/c.c1.delayed	(from http://connect.facebook.net/en_US/fbevents.js)
16:03:40	448026/448026	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2009:03:36%20GMT	https://onthecard.vn/b	G:/backup/onthecard_v2/onthecard.vn/b	(from http://connect.facebook.net/en_US/fbevents.js)
16:03:44	448026/448026	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2009:03:40%20GMT	https://onthecard.vn/POST	G:/backup/onthecard_v2/onthecard.vn/POST	(from http://connect.facebook.net/en_US/fbevents.js)
16:03:45	165738/165738	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2271da5ddff65efc8007378607920b0bb7%22	http://theme.hstatic.net/200000281647/1000748372/14/fontawesome.eot?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/fontawesome43da.eot	(from http://theme.hstatic.net/200000281647/1000748372/14/styles.css?v=242)
16:03:45	107892/107892	---MCZ	200	added ('OK')	application/font-woff	etag:W/%229d2d4a9faae9eeb20b075cf291e522c1%22	http://theme.hstatic.net/200000281647/1000748372/14/fontawesome.woff?v=242	G:/backup/onthecard_v2/theme.hstatic.net/200000281647/1000748372/14/fontawesome43da.woff	(from http://theme.hstatic.net/200000281647/1000748372/14/styles.css?v=242)
16:03:45	0/0	---M--	404	error ('Not%20Found')	text/html	etag:W/%229cb899df087545458677df28bd8ea398%22	https://onthecard.vn/blogs/owl.video.play.png	G:/backup/onthecard_v2/onthecard.vn/blogs/owl.video.play.png	(from https://onthecard.vn/blogs/on-media)
16:03:53	29105/29105	---M--	200	added ('OK')	image/jpeg	etag:%221a3c0e05055f368ed2ae16c555e6db79%22	http://file.hstatic.net/200000281647/article/9337dfe3b9337c6d2522_936c688d6f16443fa70ed720df7347b0_large.jpg	G:/backup/onthecard_v2/file.hstatic.net/200000281647/article/9337dfe3b9337c6d2522_936c688d6f16443fa70ed720df7347b0_large.jpg	(from https://onthecard.vn/blogs/on-media)
16:03:56	468750/468750	---MCZ	200	added ('OK')	text/html	etag:W/%222d97f6df2b374102a52d73589b4e9339%22	https://onthecard.vn/blogs/on-media/9-ly-do-cac-chuyen-gia-bat-dong-san-nen-so-huu-mot-danh-thiep-ky-thuat	G:/backup/onthecard_v2/onthecard.vn/blogs/on-media/9-ly-do-cac-chuyen-gia-bat-dong-san-nen-so-huu-mot-danh-thiep-ky-thuat.html	(from https://onthecard.vn/blogs/on-media)
16:03:57	448026/448026	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2009:03:46%20GMT	https://onthecard.vn/blogs/isDSTShifted%20is%20deprecated.%20See%20http://momentjs.com/guides/	G:/backup/onthecard_v2/onthecard.vn/blogs/isDSTShifted%20is%20deprecated.%20See%20http_/momentjs.com/guides/index.html	(from https://onthecard.vn/blogs/on-media)
16:03:57	24252/24252	---M--	200	added ('OK')	image/jpeg	etag:%22b5a5fa0ffe41f78a4dce786dbfec996d%22	http://file.hstatic.net/200000281647/article/8d4566f2fc793f276668_61bb68d1180d4b659b5c85bd80c93349_large.jpg	G:/backup/onthecard_v2/file.hstatic.net/200000281647/article/8d4566f2fc793f276668_61bb68d1180d4b659b5c85bd80c93349_large.jpg	(from https://onthecard.vn/blogs/on-media)
16:03:58	465584/465584	---MCZ	200	added ('OK')	text/html	etag:W/%2287399d9edba84737b77a573056d16abe%22	https://onthecard.vn/blogs/on-media/8-loi-khuyen-giup-xay-dung-moi-quan-he-tot-noi-cong-so	G:/backup/onthecard_v2/onthecard.vn/blogs/on-media/8-loi-khuyen-giup-xay-dung-moi-quan-he-tot-noi-cong-so.html	(from https://onthecard.vn/blogs/on-media)
16:04:04	467502/467502	---MCZ	200	added ('OK')	text/html	etag:W/%2290423534c99f4dd8a3e1237ffd409169%22	https://onthecard.vn/blogs/on-media/6-dieu-nen-tranh-khi-muon-mo-rong-mang-luoi-quan-he-1	G:/backup/onthecard_v2/onthecard.vn/blogs/on-media/6-dieu-nen-tranh-khi-muon-mo-rong-mang-luoi-quan-he-1.html	(from https://onthecard.vn/blogs/on-media)
16:04:06	466397/466397	---MCZ	200	added ('OK')	text/html	etag:W/%229dfea53733c64ed8b3e188df0abd53d6%22	https://onthecard.vn/blogs/on-media/nen-lam-gi-khi-mot-cuoc-tro-chuyen-sap-di-vao-hoi-ket	G:/backup/onthecard_v2/onthecard.vn/blogs/on-media/nen-lam-gi-khi-mot-cuoc-tro-chuyen-sap-di-vao-hoi-ket.html	(from https://onthecard.vn/blogs/on-media)
16:04:08	26493/26493	---M--	200	added ('OK')	image/jpeg	etag:%229d98f7fb10357bbb34e65083299838a3%22	http://file.hstatic.net/200000281647/article/z3551307005703_a1c0171aabe5f548960df5829d2226a2_8b31dc677ea04e83930182918eb78459_large.jpg	G:/backup/onthecard_v2/file.hstatic.net/200000281647/article/z3551307005703_a1c0171aabe5f548960df5829d2226a2_8b31dc677ea04e83930182918eb78459_large.jpg	(from https://onthecard.vn/blogs/on-media)
16:04:10	27038/27038	---M--	200	added ('OK')	image/jpeg	etag:%22c7a0638f94cdddcd1fa5fa8c1fe3dac7%22	http://file.hstatic.net/200000281647/article/z3551306816073_7a12c12a647209b2ad9519e12adbd954_98299a5dedf64bb0bf90156d283daa82_large.jpg	G:/backup/onthecard_v2/file.hstatic.net/200000281647/article/z3551306816073_7a12c12a647209b2ad9519e12adbd954_98299a5dedf64bb0bf90156d283daa82_large.jpg	(from https://onthecard.vn/blogs/on-media)
16:04:14	467712/467712	---MCZ	200	added ('OK')	text/html	etag:W/%228407348ce24c413e81a6350561ae195c%22	https://onthecard.vn/blogs/on-media/instagram-loai-bo-igtv-va-se-hop-nhat-cac-video-tren-nguon-cap-du-lieu	G:/backup/onthecard_v2/onthecard.vn/blogs/on-media/instagram-loai-bo-igtv-va-se-hop-nhat-cac-video-tren-nguon-cap-du-lieu.html	(from https://onthecard.vn/blogs/on-media)
16:04:17	461699/461699	---MCZ	200	added ('OK')	text/html	etag:W/%225f8ff58945e04867afe9344912f7f8b8%22	https://onthecard.vn/blogs/on-media/dieu-gi-xay-ra-moi-phut-tren-internet-nam-2021	G:/backup/onthecard_v2/onthecard.vn/blogs/on-media/dieu-gi-xay-ra-moi-phut-tren-internet-nam-2021.html	(from https://onthecard.vn/blogs/on-media)
16:04:19	453043/453043	---MCZ	200	added ('OK')	text/html	etag:W/%22cf9d1ca0ba0246618b4c79d578080b6c%22	https://onthecard.vn/pages/about-us	G:/backup/onthecard_v2/onthecard.vn/pages/about-us.html	(from https://onthecard.vn/blogs/on-media)
16:04:19	58324/58324	---M--	200	added ('OK')	image/jpeg	etag:%22de66a6e504922262bc392807271d7013%22	http://file.hstatic.net/200000281647/article/bai_1_copy_2_4303b9b30c70405ca784d575889bf26c_large.jpg	G:/backup/onthecard_v2/file.hstatic.net/200000281647/article/bai_1_copy_2_4303b9b30c70405ca784d575889bf26c_large.jpg	(from https://onthecard.vn/blogs/on-media)
16:04:23	46494/46494	---M--	200	added ('OK')	image/jpeg	etag:%22d579a61e14ed3036d4911b12edef86b3%22	http://file.hstatic.net/200000281647/article/9337dfe3b9337c6d2522_936c688d6f16443fa70ed720df7347b0_grande.jpg	G:/backup/onthecard_v2/file.hstatic.net/200000281647/article/9337dfe3b9337c6d2522_936c688d6f16443fa70ed720df7347b0_grande.jpg	(from https://onthecard.vn/blogs/on-media)
16:04:23	38345/38345	---M--	200	added ('OK')	image/jpeg	etag:%228c7f63627700f56cf5010bb28631b87b%22	http://file.hstatic.net/200000281647/article/8d4566f2fc793f276668_61bb68d1180d4b659b5c85bd80c93349_grande.jpg	G:/backup/onthecard_v2/file.hstatic.net/200000281647/article/8d4566f2fc793f276668_61bb68d1180d4b659b5c85bd80c93349_grande.jpg	(from https://onthecard.vn/blogs/on-media)
